,MCF7_P1,MCF7_P2,MCF7_P3,MCF7_FasR1,MCF7_FasR2,MCF7_FasR3
AUNIP,3.140778656,3.543495883,3.283921772,2.981852653,2.963474124,3.147306699
AUP1,7.097926773,6.873567152,7.023698917,7.549977143,7.316145742,7.341185214
AURKA,6.994692855,7.400367146,7.339226481,6.34020618,6.178913785,6.500483401
AURKAIP1,6.673556424,7.133501878,7.397203996,6.94976836,7.229107201,7.559185866
AURKAPS1,0.298658316,0,0.028569152,0.310340121,0.298658316,0.214124805
AURKB,6.782408565,7.138015753,7.260684356,6.557961427,6.63343121,6.603774686
AURKC,0,0,0.111031312,0,0,0
AUTS2,1.40053793,0.839959587,0.933572638,0.40053793,0.150559677,0.40053793
AVEN,3.423578171,3.559491813,3.272023189,3.054848477,3.075532631,3.3950628
AVIL,1.761285273,0.831877241,0.86393845,2.207892852,1.819668183,1.5360529
AVL9,5.018367116,5.342341397,5.09592442,4.886062338,4.255500733,4.477029653
AVP,0,0,0,0,0,0
AVPI1,3.592158002,4.294253136,4.255500733,6.095502518,6.312338439,6.63314055
AVPR1A,0,0,0,0,0,0
AVPR1B,0.028569152,0,0,0,0,0
AVPR2,0,0,0,0.86393845,0.659924558,0.613531653
AWAT1,0,0,0,0,0,0
AWAT2,0,0.056583528,0,0,0,0
AXDND1,0.50589093,0.454175893,0.124328135,0.163498732,0.124328135,0
AXIN1,4.976821852,5.166313748,5.200064862,4.363171077,3.71259578,4.358958826
AXIN2,0.695993813,0.815575429,0.782408565,0.464668267,0.22650853,0.443606651
AXL,0.111031312,0.084064265,0.097610797,0.097610797,0.028569152,0.056583528
AY269186.1,0,0,0,0,0.111031312,0
AY269186.2,0,0,0,0,0,0
AZGP1,1.555816155,1.169925001,0.799087306,0.014355293,0.310340121,0.056583528
AZGP1P1,1.700439718,0.807354922,0.910732662,0,0,0
AZGP1P2,0.250961574,0.23878686,0,0,0,0
AZI2,5.117695043,5.393347551,5.252854626,4.874796966,4.279471296,4.73714592
AZIN1,6.890933022,6.883865155,6.822985019,7.011450912,5.936402378,6.690277401
AZIN2,0.263034406,0.831877241,0.695993813,0.757023247,0.485426827,1.021479727
AZU1,0.495695163,0.201633861,0.189033824,0.137503524,0,0.124328135
AZU1P1,0,0,0,0,0,0
B2M,8.715790435,8.406672716,8.341630009,10.10330092,9.342563634,9.487679279
B3GALNT1,6.602142091,6.392145663,6.222843193,2.596935142,1.794935663,2.03562391
B3GALNT2,3.099295204,3.22342255,3.044394119,2.82374936,1.799087306,2.207892852
B3GALT1,0.014355293,0.014355293,0,0,0,0
B3GALT2,0.014355293,0,0,0.014355293,0,0.014355293
B3GALT4,2.275007047,2.375734539,2.381283373,3,2.23572706,2.653060017
B3GALT5,0.575312331,0.575312331,0.475084883,0.056583528,0.014355293,0.014355293
B3GALT6,3.477677328,3.500802053,3.727920455,3.313245852,3.234194723,3.522306893
B3GALTL,2.117695043,2.014355293,1.879705766,1.280956314,0.678071905,0.839959587
B3GAT1,0,0,0,0.201633861,0.028569152,0.150559677
B3GAT2,0,0.014355293,0,0,0,0
B3GAT3,6.444103818,5.879705766,6.097400107,6.260590275,5.458119481,5.918863237
B3GAT3P1,0.214124805,0,0,0,0,0
B3GNT1,3.707082992,3.95419631,3.74092756,4.428946345,3.94016675,4.144862143
B3GNT2,3.955126781,4.138323004,3.752748591,4.112700133,3.200064862,3.423578171
B3GNT3,2.475084883,2.432959407,2.780310099,2.493134922,1.815575429,2.107687869
B3GNT4,2.865918815,2.416839742,2.805292456,1.59454855,1.084064265,1.169925001
B3GNT5,0.632268215,0.956056652,0.748461233,0.807354922,0.555816155,0.545968369
B3GNT6,1.361768359,0.389566812,0.97819563,0,0,0
B3GNT7,0.23878686,0.189033824,0.111031312,0.23878686,0.097610797,0.150559677
B3GNT8,0.86393845,0.722466024,0.871843649,0.895302621,0.389566812,0.790772038
B3GNT9,1.914564523,1.90303827,1.948600847,1.992768431,1.769771739,1.575312331
B3GNTL1,2.861955364,2.59454855,2.435628594,2.266036894,2.277984747,2.185866545
B4GALNT1,4.678071905,4.669593751,4.722466024,5.185073638,4.065227623,4.370164281
B4GALNT2,0.565597176,0.40053793,0.310340121,0,0,0
B4GALNT3,1.678071905,2.250961574,1.811471031,0.40053793,0.23878686,0.310340121
B4GALNT4,5.290203205,5.200849575,5.444269502,5.516330387,5.200457271,5.622344723
B4GALT1,5.891905188,5.394376945,5.639232163,5.067810784,3.742006211,4.393004257
B4GALT1-AS1,0.378511623,0.632268215,0.40053793,0.40053793,0.333423734,0.516015147
B4GALT2,5.27351589,5.567727963,5.591559746,4.767125077,4.780835002,5.031659854
B4GALT3,5.145677455,5.168722254,5.096346199,5.347665656,4.325530332,4.868390453
B4GALT4,4.244125943,4.253989266,4.097610797,4.09592442,3.720278465,3.994579724
B4GALT4-AS1,0,0,0,0,0,0
B4GALT5,4.40599236,4.376429311,4.348374075,5.247547807,3.989139007,4.551516018
B4GALT6,1.304511042,1.541019153,1.778208576,1.782408565,1.448900951,1.63691458
B4GALT7,4.532940288,4.47118746,4.56924803,4.661635602,3.955126781,4.496973581
B9D1,4.829342194,5.301587647,5.158660175,3.683696454,3.822730148,4.030336078
B9D2,2.582556003,2.321928095,2.695993813,2.817623258,2.482848283,2.790772038
BAALC,0,0.042644337,0,0,0,0.111031312
BAALC-AS1,2.381283373,2.788685711,2.56315813,1.23878686,1.150559677,1.632268215
BAALCOS,0,0.176322773,0,0,0,0
BAAT,0.042644337,0.042644337,0.056583528,0.056583528,0.097610797,0.070389328
BAATP1,0,0,0,0,0,0
BABAM1,6.0721058,6.368942914,6.499367566,5.830103176,5.77478706,6.092757141
BACE1,4.604664415,4.502712486,4.520422249,3.836934011,2.792855352,3.173127433
BACE1-AS,1.432959407,1.350497247,1.207892852,1.389566812,2.333423734,2.063502942
BACE2,4.04701482,4.44625623,4.483493351,7.076067339,5.900625333,6.685659877
BACE2-IT1,0,0,0,0,0.22650853,0
BACH1,1.996388746,2.100977648,1.851998837,2.695993813,2.82374936,2.983677695
BACH1-AS1,0.650764559,1.111031312,0.704871964,0.739848103,0.847996907,1.028569152
BACH1-IT1,0.201633861,0,0.070389328,0.163498732,0,0.097610797
BACH1-IT2,0.084064265,0.070389328,0,0.042644337,0,0
BACH1-IT3,0,0,0,0,0,0
BACH2,0.263034406,0.464668267,0.298658316,0.014355293,0,0.056583528
BAD,5.663059924,6.153400028,6.449396297,5.766595162,5.298291731,6.201241771
BAG1,6.060263599,6.385085854,6.535119822,7.000676105,7.095502518,7.556352772
BAG2,2.137503524,1.952333566,1.867896464,2.039138394,2.070389328,2.028569152
BAG3,6.928014936,7.276589716,7.369902646,6.315783575,6.140778656,6.550900665
BAG4,2.408711861,2.981852653,2.6622055,2.22342255,2.35614381,2.257010618
BAG5,4.723558561,4.907852072,4.662775172,4.000901403,3.481557281,3.797012978
BAG6,7.385431037,7.6441447,7.626439137,7.488563209,7.53239489,7.558114539
BAGE2,1.704871964,1.599317794,1.510961919,2.060047384,1.891419187,1.819668183
BAGE5,0,0,0,0,0,0
BAHCC1,3.557042415,3.518535139,3.49057013,3.150559677,2.147306699,2.648465443
BAHD1,3.77925972,4.196134881,3.956985925,4.139142019,3.435628594,3.881664619
BAI1,3.255500733,2.488000771,2.843983844,2.411426246,1.411426246,2.042644337
BAI2,1.411426246,1.321928095,1.541019153,3.195347598,2.659924558,3.09423607
BAI3,0,0,0,0,0,0
BAIAP2,5.0725346,5.261154673,5.256255873,4.436961338,3.771885579,4.300855871
BAIAP2-AS1,3.025028794,3.399171094,3.304511042,1.843983844,1.454175893,1.847996907
BAIAP2L1,3.266036894,3.411426246,3.493134922,4.944858446,4.075532631,4.489286023
BAIAP2L2,0.5360529,0.163498732,0.263034406,0.941106311,0.704871964,0.650764559
BAIAP3,4.280956314,3.812498225,3.836934011,3.973611276,2.748461233,3.47118746
BAK1,4.301587647,4.578334949,4.604664415,4.87774425,4.412781525,4.996840648
BAK1P1,0,0,0.333423734,0.443606651,0,0.275007047
BAK1P2,0,0,0,0,0,0
BAMBI,7.090747595,6.624393382,6.691813297,5.612352499,4.826802684,4.98230913
BANCR,0,0,0,0,0,0
BANF1,8.500005292,8.713317773,8.849717846,8.08528655,8.496054832,8.444103818
BANF1P1,0,0,0,0,0,0
BANF1P2,0,0.389566812,0,0,0,0
BANF1P3,1.361768359,0.790772038,0.555816155,0.367371066,1.063502942,0.622930351
BANF1P4,0,0,0,0,0,0
BANF1P5,0,0,0,0,0,0
BANF2,0,0,0,0,0,0
BANK1,0.298658316,0.176322773,0.485426827,0.214124805,0.475084883,0.321928095
BANP,4.98230913,4.586764743,4.807870078,5.053111336,4.030336078,4.628190335
BAP1,4.679198571,4.795455272,4.788685711,5.000450772,4.760753208,4.86393845
BARD1,3.166715445,3.607626221,3.545968369,2.833902077,2.541019153,2.528571319
BARHL1,0,0,0,0,0,0
BARHL2,0,0,0,0,0,0
BARX1,0,0,0.042644337,0,0,0
BARX1-AS1,0.111031312,0,0,0.014355293,0,0
BARX2,1.464668267,1.887525271,1.831877241,0.879705766,1.03562391,1.09085343
BASP1,6.840966704,7.026910691,7.061128135,7.581577216,7.727988505,8.13139399
BASP1P1,0,0,0,0,0,0
BATF,3.810443104,4.236492618,4.439623138,5.076388069,5.385085854,5.561020578
BATF2,0.263034406,0.124328135,0.189033824,0.963474124,0.40053793,0.50589093
BATF3,0.111031312,0,0,0.22650853,0.111031312,0.070389328
BAX,6.714657657,6.764738923,7.023033519,6.820689561,6.393519168,7.069100632
BAZ1A,5.243745235,5.322649262,5.230356745,4.94673086,4.902073579,4.917431755
BAZ1B,5.229587923,5.585563498,5.404630684,5.279842694,4.822220272,5.169925001
BAZ2A,5.364222221,5.414135533,5.244506551,5.41379715,4.34978987,4.651338766
BAZ2B,3.286881148,3.463360886,3.124328135,2.837943242,2.042644337,2.695993813
BBC3,3.058316496,3.580145484,3.358958826,3.47118746,3.6622055,3.64385619
BBIP1,4.099295204,4.585563498,4.3652726,3.452858965,3.715893371,3.430285273
BBOX1,0,0.028569152,0,0.111031312,0,0.097610797
BBOX1-AS1,0,0.084064265,0.070389328,0,0,0
BBS1,4.04176865,3.757023247,3.655351829,3.596935142,2.82374936,3.305970521
BBS10,3.323370069,3.193771743,2.967168608,3.301587647,2.64385619,2.817623258
BBS12,0.575312331,0.847996907,0.678071905,0.124328135,0.124328135,0.263034406
BBS2,4.553360503,4.694880193,4.402585758,4.109360559,4.026800059,4.029452886
BBS4,3.428946345,3.56924803,3.548436625,3.935459748,3.243364426,3.725741157
BBS5,1.989139007,1.704871964,2.056583528,2.13422094,1.49057013,2.010779839
BBS7,3.396433531,3.434294618,3.499527024,3.272023189,3.305970521,3.388189537
BBS9,2.833902077,2.587364991,2.570462931,2.678071905,1.937344392,2.283921772
BBX,3.931683057,4.032100843,4.007195501,3.021479727,2.22342255,2.358958826
BC040587,0,0,0,0,0,0
BCAM,6.390770849,6.318316841,6.357376055,8.115355832,7.316779317,7.808899839
BCAN,0.084064265,0.084064265,0,0.250961574,0.344828497,0.097610797
BCAP29,5.377470843,4.82374936,4.835924074,5.541948425,4.824767853,5.144862143
BCAP31,8.355218935,8.149340669,8.278077701,8.985813481,8.286188089,8.679761574
BCAR1,5.496014873,5.733896605,6.130107179,5.700994494,4.922673593,5.872336288
BCAR3,2.722466024,3.053111336,2.700439718,4.600507645,4.177120503,4.617063344
BCAR4,0,0,0,0.097610797,0,0.070389328
BCAS1,1.967168608,1.963474124,2.021479727,4.085764554,3.9202933,4.185073638
BCAS2,8.010164414,8.291216754,8.172377501,7.601176506,7.443026407,7.790706886
BCAS2P1,0,0,0,0,0,0
BCAS2P2,0.097610797,0.084064265,0.163498732,0.097610797,0.097610797,0.070389328
BCAS2P3,0,0,0,0,0,0
BCAS3,6.964976149,7.566891244,7.674404154,7.29130886,6.909053017,7.592606532
BCAS4,4.160274831,4.66732447,5.006298024,4.080657663,3.371558863,4.435628594
BCAT1,0.895302621,1.214124805,0.948600847,0.344828497,0.124328135,0.070389328
BCAT2,5.775050541,6.106850796,6.128870759,5.975217457,5.941341105,6.384567923
BCCIP,6.068455852,6.195150711,6.144454314,6.03540397,6.29388543,6.265099288
BCDIN3D,2.837943242,2.879705766,2.819668183,3.759155834,3.450221496,3.596935142
BCDIN3D-AS1,0.879705766,0.704871964,0.422233001,0.82374936,0.50589093,0.678071905
BCHE,0,0,0,0,0,0
BCKDHA,4.697662633,4.833902077,4.890446693,4.478971805,4.085764554,4.69265037
BCKDHB,2.927896454,3.121015401,2.983677695,2.922197848,2.498250868,2.673556424
BCKDK,5.83541884,6.193180354,6.328764672,4.72628629,4.165107985,5.06608919
BCL10,2.283921772,2.718087584,2.438292852,2.201633861,1.875780063,2.14404637
BCL11A,0.201633861,0.097610797,0.084064265,0,0,0
BCL11B,1.35614381,1.580145484,1.310340121,0.028569152,0.042644337,0.028569152
BCL2,3.875780063,4.574101508,4.234961095,0.310340121,0.176322773,0.23878686
BCL2A1,0,0.070389328,0,0,0.056583528,0
BCL2L1,5.23227701,5.697384631,5.671010241,4.753283616,4.357552005,4.896756218
BCL2L10,0.389566812,0.201633861,0.526068812,0.042644337,0,0.056583528
BCL2L11,4.115199749,3.621758857,3.90303827,2.803227036,1.815575429,2.124328135
BCL2L12,5.138323004,5.452529545,5.547819957,5.712320641,5.251719093,5.932628157
BCL2L13,4.294253136,4.544114402,4.424250286,5.122258568,4.646162657,5.037821465
BCL2L14,0,0,0,0.321928095,0.321928095,0.22650853
BCL2L15,0.956056652,0.367371066,0.084064265,1.014355293,0.86393845,0.97819563
BCL2L2,4.432291338,4.283180979,4.138323004,4.465974465,3.588564737,4.040892431
BCL2L2-PABPN1,3.797012978,3.835924074,3.757023247,3.753818443,1.952333566,2.09085343
BCL3,3.790772038,4.429615964,4.491853096,4.649615459,4.416839742,4.880685525
BCL6,2.9800253,2.735522177,2.801158656,3.09592442,2.23878686,2.584962501
BCL6B,0.070389328,0.014355293,0.056583528,0,0,0.042644337
BCL7A,3.873813198,4.197708158,3.969933275,3.085764554,2.173127433,2.944858446
BCL7B,5.366322214,5.822475232,5.838447593,5.862699341,5.765799923,6.076388069
BCL7C,4.998195503,5.437627248,5.532628658,5.265286858,5.489928219,5.635754391
BCL9,4.408711861,4.614709844,4.569855608,4.161887682,2.883620816,3.503348735
BCL9L,5.817111573,6.171727244,6.241268177,5.048759312,3.121015401,4.203201156
BCLAF1,6.414304695,6.428611418,6.379031732,5.646738698,4.86393845,5.459431619
BCO1,0.321928095,0.286881148,0.286881148,0.773996325,0.632268215,0.641546029
BCO2,0.176322773,0.378511623,0.333423734,0.201633861,0.23878686,0.176322773
BCOR,3.691534165,4.196134881,3.962549023,3.810443104,3.392317423,3.627606838
BCORL1,1.550900665,2,1.871843649,1.963474124,1.321928095,1.790772038
BCORP1,0,0,0,0,0,0
BCR,5.016139703,5.02103548,5.443938115,4.85698569,3.922197848,4.756489607
BCRP1,0,0,0,0,0,0
BCRP2,0.695993813,0.731183242,0.731183242,1.691534165,1.618238656,1.773996325
BCRP3,0.731183242,0.575312331,0.344828497,2.375734539,1.722466024,2.060047384
BCRP4,0,0,0,0,0,0
BCRP5,0,0,0,0,0,0
BCRP6,0,0,0,0,0,0
BCRP7,0,0,0,0.070389328,0,0
BCRP8,0.782408565,0,0.40053793,0,0,0.321928095
BCRP9,0,0,0,0,0,0
BCS1L,5.321928095,5.184280294,5.299391206,5.806839582,5.831117195,5.877498873
BCYRN1,1.350497247,1.244887059,1.604071324,0.97819563,1.049630768,0.790772038
BDH1,4.90833257,5.521364878,5.558267634,4.334854269,4.121015401,4.559491813
BDH2,3.62058641,3.648465443,3.300123725,3.305970521,2.912649865,2.883620816
BDH2P1,0.084064265,0.084064265,0.070389328,0.042644337,0,0
BDKRB1,0.956056652,0.333423734,0.613531653,0.565597176,0.250961574,0.422233001
BDKRB2,3.61117238,3.145677455,3.604071324,1.831877241,0.790772038,1.521050737
BDNF,0,0,0,0,0,0
BDNF-AS,0.298658316,0.321928095,0.367371066,0.042644337,0.189033824,0.014355293
BDP1,2.893362211,3.320484678,3.084064265,3.042644337,2.713695815,2.805292456
BDP1P,0,0,0,0,0,0
BEAN1,0.042644337,0.432959407,0.201633861,0.014355293,0.056583528,0
BEAN1-AS1,0,0,0,0,0,0
BECN1,5.135042286,5.029011087,5.097189387,4.867896464,3.982765463,4.690417096
BECN1P1,0.042644337,0,0,0.042644337,0,0.084064265
BEGAIN,1.992768431,2.266036894,2.189033824,1.182692298,0.790772038,1.169925001
BEND2,0,0,0,0.014355293,0,0
BEND3,2.451540833,2.500802053,2.324810603,1.996388746,1.475084883,1.632268215
BEND3P2,0,0,0,0,0,0
BEND3P3,1.028569152,1.201633861,1.327687364,0.90303827,0.5360529,0.604071324
BEND4,0,0,0.028569152,0,0,0
BEND5,0,0,0.111031312,0,0,0
BEND6,1.480265122,1.15704371,1.137503524,2.488000771,2.060047384,2.03562391
BEND7,1.659924558,2.087462841,2.253989266,3.070389328,2.364572432,2.963474124
BEST1,0.263034406,0.137503524,0.070389328,0.286881148,0.163498732,0.432959407
BEST2,0.084064265,0.028569152,0.056583528,0.150559677,0,0.056583528
BEST3,0,0,0,0,0,0
BEST4,0.86393845,1.195347598,0.992768431,0.111031312,0.111031312,0.124328135
BET1,3.289834465,3.495695163,3.247927513,5.129283017,5.526068812,5.165107985
BET1L,4.212569339,4.368768349,4.411426246,4.508428653,3.882643049,4.305970521
BEX1,0,0,0,0,0,0.097610797
BEX2,1.339137385,1.541019153,1.464668267,4.728464765,5.246408087,5.417515003
BEX4,2.469885976,2.500802053,2.389566812,6.04220656,6.27817065,6.1959381
BEX5,1.350497247,2.039138394,1.752748591,1.646162657,1.879705766,1.843983844
BFAR,5.250582665,5.464994927,5.309248961,4.669593751,4.100136671,4.308885057
BFSP1,1.389566812,1.321928095,1.63691458,2.160274831,2.283921772,2.403267722
BFSP2,0.879705766,1.839959587,1.66448284,0.163498732,0.443606651,0.454175893
BFSP2-AS1,0.23878686,0.056583528,0.176322773,0.111031312,0,0.097610797
BGLAP,1.23878686,0.59454855,0.464668267,1.10433666,1.304511042,0.847996907
BGLT3,0,0,0,0,0,0
BGN,0.201633861,0.124328135,0.124328135,0,0,0.014355293
BHLHA15,0.565597176,0.565597176,0.713695815,0.970853654,0,0.422233001
BHLHA9,0,0,0,0,0,0
BHLHB9,1.438292852,1.599317794,1.263034406,1.673556424,1.09085343,1.495695163
BHLHE22,0,0,0,0,0,0
BHLHE23,0,0,0,0,0,0
BHLHE40,4.43629512,4.421559945,4.34269696,5.258895755,4.231893162,4.408032466
BHLHE40-AS1,0.411426246,0.475084883,0.443606651,0.286881148,0.575312331,0.411426246
BHLHE41,0.887525271,0.86393845,1.521050737,3.627606838,2.386810946,2.744161096
BHMT,0,0,0,0,0,0
BHMT2,0,0,0,0,0,0
BICC1,0,0,0,0,0,0
BICD1,3.261530815,3.427606173,3.211012193,2.408711861,2.025028794,2.298658316
BICD2,3.803227036,4.038260575,4.108524457,3.625270489,3.351910961,3.509695842
BID,5.891662208,6.113950482,6.297925053,6.400367146,5.952333566,6.569703738
BIK,2.707082992,3.326249701,3.327687364,2.64385619,2.992768431,3.15704371
BIN1,0.731183242,0.765534746,1.09085343,0.378511623,0.286881148,0.516015147
BIN2,0,0.028569152,0.028569152,0.432959407,0.367371066,0.555816155
BIN2P1,0,0,0,0,0,0
BIN2P2,0,0,0,0,0,0
BIN3,4.09592442,4.300123725,4.267535798,3.733354341,3.440952198,3.653060017
BIRC2,3.389566812,3.659924558,3.491853096,3.621758857,3.310340121,3.419538892
BIRC3,0.070389328,0.084064265,0.084064265,0.250961574,0.22650853,0.22650853
BIRC5,5.955591792,6.373648211,6.315783575,5.439623138,5.277240898,5.833649128
BIRC6,3.885574364,4.454833907,4.334854269,4.564987801,4.141596278,4.564378169
BIRC6-AS1,0,0,0,0,0,0
BIRC6-AS2,0,0,0,0,0,0
BIRC7,0.687060688,0.084064265,0.545968369,0.298658316,0.22650853,0.378511623
BIRC8,0,0,0,0,0,0
BIVM,2.889473543,2.46727948,2.185866545,2.367371066,2.166715445,1.97819563
BIVM-ERCC5,1.956056652,2.060047384,1.790772038,0.782408565,0.176322773,0.555816155
BLACE,0,0,0,0,0,0
BLCAP,4.285402219,4.456806149,4.316869805,5.166313748,4.828326926,5.06608919
BLID,0,0,0,0.042644337,0,0
BLK,0.056583528,0.028569152,0.042644337,0,0,0
BLM,3.301587647,3.931683057,3.722466024,4.055716264,4.628190335,4.396433531
BLMH,4.303050085,4.6622055,4.56193706,4.558879853,4.456149035,4.857980995
BLNK,1.761285273,1.956056652,1.195347598,6.932273817,6.789077127,6.903279342
BLOC1S1,7.371123201,7.705632387,7.844360543,7.233332068,7.67856493,7.528883827
BLOC1S2,5.573192724,5.980253846,5.763145958,5.912170803,5.989366114,6.119563684
BLOC1S3,2.761285273,3.10433666,3.198494154,3.619413011,3.257010618,3.698218478
BLOC1S4,3.898208353,4.175524601,4.277984747,3.080657663,2.691534165,3.099295204
BLOC1S5,3.114367025,3.703765179,3.522306893,3.089159132,2.843983844,3.177917792
BLOC1S5-TXNDC5,3.040892431,3.381283373,2.641546029,3.452858965,4.092545742,4.150559677
BLOC1S6,3.996388746,4.04176865,3.710393192,2.794935663,2.121015401,2.454175893
BLVRA,6.098032083,6.377644358,6.31124879,5.519793486,5.77267747,5.920055055
BLVRB,6.638218679,6.897482468,7.157346935,8.298704132,8.196282448,8.544616754
BLZF1,3.460742564,3.714795011,3.3950628,3.534808661,3.314696526,3.596935142
BLZF2P,0,0,0,0,0,0
BMF,2.430285273,3.016139703,2.922197848,2.604071324,2.253989266,2.408711861
BMI1,6.078737909,6.145066014,6.13627343,5.510012465,4.621172753,4.862451391
BMP1,2.430285273,2.419538892,2.469885976,4.284662185,3.267535798,3.704871964
BMP10,0,0,0,0,0,0
BMP15,0,0,0,0,0,0
BMP2,0.084064265,0.014355293,0.042644337,0.201633861,0.097610797,0.097610797
BMP2K,2.608809243,3.066950244,2.788685711,2.077242999,1.963474124,2.046141782
BMP2KL,0,0,0,0,0,0
BMP3,0,0,0,0,0,0
BMP4,4.29351763,4.933572638,4.531069493,1.996388746,1.970853654,1.831877241
BMP5,0.070389328,0.097610797,0.084064265,2.503348735,2.319039816,2.543495883
BMP6,0.298658316,0.422233001,0.22650853,0.014355293,0.014355293,0.042644337
BMP6P1,0,0,0,0,0,0
BMP7,9.003939486,9.259413736,9.338290694,6.574252917,5.739037979,6.35473424
BMP7-AS1,0,0,0,0,0,0
BMP8A,0.807354922,0.895302621,1.124328135,0.22650853,0.070389328,0.097610797
BMP8B,2.13422094,2.046141782,2.060047384,1.280956314,0.687060688,0.847996907
BMPER,0.286881148,0.687060688,0.411426246,0,0,0
BMPR1A,3.840966704,3.718087584,3.341985747,3.54225805,2.13422094,2.310340121
BMPR1APS1,0.028569152,0.042644337,0,0,0,0
BMPR1APS2,0,0.201633861,0.097610797,0.137503524,0.070389328,0.201633861
BMPR1B,4.460742564,4.269781238,4.217230716,0,0,0
BMPR1B-AS1,1.298658316,1.570462931,1.521050737,0,0,0
BMPR2,3.021479727,3.344828497,3.148934105,2.618238656,1.925999419,2.09085343
BMS1,4.211790976,4.287620044,4.266786541,3.794935663,3.304511042,3.714795011
BMS1P1,1.14404637,0.879705766,0.584962501,1.516015147,1.220329955,1.042644337
BMS1P10,0.933572638,1.117695043,0.956056652,0.555816155,0.344828497,0.367371066
BMS1P11,0,0.443606651,0,0.014355293,0.286881148,0.214124805
BMS1P12,0.411426246,0,0.584962501,0.23878686,0.150559677,0
BMS1P13,0,0,0,0,0,0
BMS1P14,0,0,0.097610797,0,0,0
BMS1P15,0.189033824,0,0,0.056583528,0,0
BMS1P16,0,0,0.042644337,0,0,0.042644337
BMS1P17,0,0,0.056583528,0,0,0
BMS1P18,0,0,0.056583528,0,0,0
BMS1P19,0,0,0,0,0,0
BMS1P2,1.049630768,0.799087306,0.485426827,1.097610797,1.049630768,0.831877241
BMS1P20,1.944858446,1.443606651,1.304511042,2.286881148,1.298658316,1.735522177
BMS1P3,0,0,0,0,0,0
BMS1P4,2.056583528,1.427606173,1.150559677,2.192194165,1.350497247,1.475084883
BMS1P7,0,0,0,0,0,0
BMS1P8,0.042644337,0.097610797,0.097610797,0.150559677,0,0
BMS1P9,0.150559677,0.137503524,0.070389328,0,0,0
BMX,0,0,0,0,0,0
BNC1,0.014355293,0.042644337,0.042644337,0.014355293,0,0
BNC2,0,0,0,0,0,0
BNIP1,4.62935662,4.958378712,4.852498299,4.321206567,4.257764969,4.324090516
BNIP2,4.44625623,4.563768278,4.34269696,3.509695842,3.19061486,3.008988783
BNIP3,5.107687869,5.431288654,5.415826257,4.810443104,4.678071905,4.808899839
BNIP3L,5.315421316,5.572586549,5.496973581,4.66106548,4.670727054,4.743622676
BNIP3P1,0.084064265,0.263034406,0.111031312,0.097610797,0.22650853,0.150559677
BNIP3P10,0,0,0,0,0,0
BNIP3P11,0,0,0,0,0,0
BNIP3P13,0,0,0,0,0,0
BNIP3P15,0,0,0,0,0,0
BNIP3P16,0,0,0,0,0,0
BNIP3P17,0,0,0,0,0,0
BNIP3P18,0,0,0,0,0,0
BNIP3P19,0,0,0,0,0,0
BNIP3P2,0,0,0,0,0,0
BNIP3P20,0,0,0,0,0,0
BNIP3P22,0,0,0,0,0,0
BNIP3P23,0,0,0,0,0,0
BNIP3P24,0,0,0,0,0,0
BNIP3P25,0,0,0,0,0,0
BNIP3P26,0.124328135,0,0,0,0,0
BNIP3P27,0,0,0,0,0,0
BNIP3P28,0,0,0,0,0,0
BNIP3P29,0,0,0,0,0,0
BNIP3P3,0,0,0,0,0,0
BNIP3P30,0,0,0,0,0,0
BNIP3P31,0,0,0,0,0,0
BNIP3P32,0,0,0,0,0,0
BNIP3P33,0,0,0,0,0,0
BNIP3P34,0,0,0,0,0,0
BNIP3P35,0,0,0,0,0,0
BNIP3P36,0,0,0,0,0,0
BNIP3P37,0,0,0,0,0,0
BNIP3P38,0,0,0,0,0,0
BNIP3P39,0,0,0,0,0,0
BNIP3P40,0,0,0,0,0,0
BNIP3P41,0,0,0,0,0,0
BNIP3P42,0,0,0,0,0,0
BNIP3P5,0,0.097610797,0.070389328,0.084064265,0,0.321928095
BNIP3P6,0,0,0,0,0,0
BNIP3P7,0,0,0,0,0,0
BNIP3P8,0,0,0,0,0,0
BNIP3P9,0.333423734,0.22650853,0.40053793,0,0,0.084064265
BNIPL,2.381283373,1.879705766,1.475084883,3.924099886,3.435628594,3.217230716
BOC,1.871843649,2.23572706,2.634593268,1.632268215,1.042644337,1.560714954
BOD1,6.863814587,7.135452784,7.011227255,5.752481004,5.527946099,5.951867504
BOD1L1,3.187451054,3.552131108,3.50589093,3.475084883,3.065227623,3.217230716
BOD1L2,0,0,0,0,0,0
BOK,4.546585829,4.853995647,4.860962798,2.713695815,2.028569152,2.680324357
BOK-AS1,0,0.097610797,0,0,0.111031312,0
